source,target,lag,selected,connection_type,p_value,effect_size,abs_effect_size,p_gt_pc_alpha,selection_note,connection_string
QK,cA,1,False,,0.807948514123495,-0.0077194192966232944,0.0077194192966232944,True,not_selected_p_value_gt_pc_alpha,"(5,-1) [none] (0,0)"
QK,cA,2,False,,0.7830093489410324,-0.008745978632024844,0.008745978632024844,True,not_selected_p_value_gt_pc_alpha,"(5,-2) [none] (0,0)"
QK,cA,3,False,,0.8809721995198442,-0.004755322510021625,0.004755322510021625,True,not_selected_p_value_gt_pc_alpha,"(5,-3) [none] (0,0)"
QK,cB,0,False,,0.9493012592665651,0.002019309281722466,0.002019309281722466,True,not_selected_p_value_gt_pc_alpha,"(5,0) [none] (1,0)"
QK,cB,1,False,,0.8410206745288386,-0.006370218686632356,0.006370218686632356,True,not_selected_p_value_gt_pc_alpha,"(5,-1) [none] (1,0)"
QK,cB,2,False,,0.8723273728866836,-0.005103576275883661,0.005103576275883661,True,not_selected_p_value_gt_pc_alpha,"(5,-2) [none] (1,0)"
QK,cB,3,False,,0.11900591708575736,-0.04945426718222491,0.04945426718222491,True,not_selected_p_value_gt_pc_alpha,"(5,-3) [none] (1,0)"
QK,theta,0,False,,0.35124483900978776,0.029627520513149312,0.029627520513149312,True,not_selected_p_value_gt_pc_alpha,"(5,0) [none] (2,0)"
QK,theta,1,False,,0.017128388977583342,0.07567702876046342,0.07567702876046342,True,not_selected_p_value_gt_pc_alpha,"(5,-1) [none] (2,0)"
QK,theta,2,False,,0.30132508798804636,0.03284926489770227,0.03284926489770227,True,not_selected_p_value_gt_pc_alpha,"(5,-2) [none] (2,0)"
QK,theta,3,False,,0.9111361203823306,0.0035461525034657117,0.0035461525034657117,True,not_selected_p_value_gt_pc_alpha,"(5,-3) [none] (2,0)"
QK,thetaK,0,True,<->,1.5606411343470574e-19,0.28183539674851155,0.28183539674851155,False,selected,"(5,0) <-> (3,0)"
QK,thetaK,1,False,,0.08495031840316124,0.05475009889984592,0.05475009889984592,True,not_selected_p_value_gt_pc_alpha,"(5,-1) [none] (3,0)"
QK,thetaK,2,False,,0.28994338207531295,-0.03368330832167386,0.03368330832167386,True,not_selected_p_value_gt_pc_alpha,"(5,-2) [none] (3,0)"
QK,thetaK,3,False,,0.6490393302168973,-0.014481474590294457,0.014481474590294457,True,not_selected_p_value_gt_pc_alpha,"(5,-3) [none] (3,0)"
QK,F,0,False,,0.9880553776845469,0.0004756870091368417,0.0004756870091368417,True,not_selected_p_value_gt_pc_alpha,"(5,0) [none] (4,0)"
QK,F,1,False,,0.9915786982138377,0.0003353667121976455,0.0003353667121976455,True,not_selected_p_value_gt_pc_alpha,"(5,-1) [none] (4,0)"
QK,F,2,False,,0.9915786982138378,0.0003353667121976449,0.0003353667121976449,True,not_selected_p_value_gt_pc_alpha,"(5,-2) [none] (4,0)"
QK,F,3,False,,0.9139064181315848,0.003433431745475685,0.003433431745475685,True,not_selected_p_value_gt_pc_alpha,"(5,-3) [none] (4,0)"
QK,QK,0,False,,0.0,0.0,0.0,False,not_selected_other_or_constrained,"(5,0) [none] (5,0)"
QK,QK,1,True,-->,2.8657964202696506e-142,0.6917468196677524,0.6917468196677524,False,selected,"(5,-1) --> (5,0)"
