t,T1,T2,T3,T4,C,P,H,u1,u2,u3,u4
99,22.4909924285863,22.4744993267804,22.4009900928376,22.7840764156602,22.5243232330966,0.0605866737938267,0.514677113824896,0,0,0,0
99.5,22.4936626176866,22.4747968264822,22.369018747059,22.6821684408553,22.5045272784862,0.05813621487388,0.488748285589099,0,0,0,0
100,22.4907436616428,22.4707647931073,22.3405239444511,22.5962185755309,22.4821569955977,0.055060586596409,0.446586468114147,0,0,0,0
100.5,22.4817992244479,22.4619288375504,22.3148980338147,22.5233726464477,22.4571847729554,0.0511456274566994,0.399376056190945,0,0,0,0
101,22.4678609994081,22.4490062004872,22.2916376568859,22.4612938729725,22.4306109526698,0.0468619416267622,0.359924114802906,0,0,0,0
101.5,22.4512699875701,22.4338302911411,22.2703780051996,22.408125830862,22.4043560913769,0.0430290480048626,0.339031138011592,0,0,0,0
102,23.3087418633274,22.4189559926385,22.2509529553583,22.362501441824,22.3871188090628,0.314951513742573,0.342038403612743,3.64855987373629,0,0,0
102.5,25.6488639106799,22.4087166241894,22.2351185025392,22.3257255026109,22.4492586627692,0.899632426084745,0.367995768324674,3.64855987373629,0,0,0
103,26.7482377566711,22.4082568932064,22.2260595742527,22.3010116257468,22.5719514888229,0.969427826577211,0.410014277650237,0,0,0,0
103.5,26.0295926149973,22.4176109493134,22.2233552179968,22.2869722146389,22.6572466568105,0.579052792192656,0.456806594028854,0,0,0,0
104,25.4409551546785,22.432704718199,22.2238913865972,22.2789624747403,22.6981181140073,0.356923804051879,0.496023271492511,0,0,0,0
104.5,24.9565815148003,22.4496024880258,22.2255084724941,22.273774490928,22.7106585956549,0.229486342368519,0.517074397455459,0,0,0,0
105,24.5551492197081,22.4648758132693,22.2270012837189,22.2695885672797,22.7041208414262,0.156366808690316,0.514329097972091,0,0,0,0
105.5,24.2190359225191,22.4757507198833,22.2276435993148,22.2652854835726,22.6842122396581,0.113349267289902,0.48849611369673,0,0,0,0
106,23.9343112602244,22.480473682939,22.2270297807933,22.2602162790833,22.6546743070059,0.0868738941634101,0.446528106529815,0,0,0,0
106.5,23.6906637122854,22.4785986292385,22.2249641553851,22.2540375064952,22.6185965725674,0.0695302261213616,0.399704134817693,0,0,0,0
107,23.481066228728,22.4710254503863,22.2214166910504,22.2466400471597,22.5790659501722,0.0575063668060841,0.360564962834794,0,0,0,0
107.5,23.3011864146319,22.4597563855967,22.2165084934582,22.2381211841551,22.5392588559029,0.049173932662231,0.339575381298605,0,0,0,0
108,23.1485544020041,22.447413941375,22.2104901826724,22.2287491328766,22.5022157039233,0.0440054237866775,0.342428085183022,0,0,0,0
108.5,23.0215318203077,22.436584412338,22.2037063515138,22.2189111836852,22.470411461966,0.0417604834310695,0.368360340288921,0,0,0,0
109,22.918417592563,22.4291992774401,22.1965471457562,22.2090486081307,22.445307945663,0.0421085854653527,0.410400327359722,0,0,0,0
109.5,22.8367401873266,22.426048950582,22.1893818289864,22.1995707917567,22.4270626315506,0.0444231682462528,0.457428890258302,0,0,0,0
110,22.7730802171918,22.4266958565496,22.1825109120307,22.1907955697909,22.4145801625039,0.0477925461252926,0.496817064924196,0,0,0,0
110.5,22.7231399369358,22.4295808355201,22.1761168828288,22.1828894735692,22.4057716248775,0.0511369700812251,0.517940280123111,0,0,0,0
111,22.6822462358583,22.4324737822197,22.1702445556775,22.1758472928606,22.3980934261133,0.0534491795096553,0.515112053431728,0,0,0,0
111.5,22.6460483541335,22.4330845359667,22.1648124723358,22.1695111694722,22.3891780276377,0.0540370868921737,0.48912242178737,0,0,0,0
112,22.6114348699358,22.9440163920312,22.1597004460978,22.1636872826932,22.3822686986356,0.203962287911929,0.447109573218083,0,1.59739025726688,0,0
112.5,22.5778001442164,23.8900248872187,22.1555663933802,22.1591912320854,22.4016326390419,0.413479263597963,0.400268466913068,0,1.59739025726688,0,0
113,22.5464557042642,24.1866196675604,22.1533743463527,22.1572030158101,22.4349790999353,0.385085829259943,0.361257422982966,0,0,0,0
113.5,22.5183038963671,23.9087189146652,22.1526372116297,22.1570168382854,22.4501586033112,0.238094153187018,0.340306320288086,0,0,0,0
114,22.4942477231954,23.6725862281705,22.1523311689832,22.1572798780669,22.4505378958574,0.153165398916233,0.343007482133934,0,0,0,0
114.5,22.4757421862697,23.4735528944739,22.1518931224328,22.1572737307804,22.4440144913187,0.104813851031265,0.368775745222919,0,0,0,0
115,22.4639078096353,23.3076026459134,22.1511562395161,22.1568083613669,22.4357579840719,0.0785374389966045,0.410647157414118,0,0,0,0
115.5,22.4588266861156,23.1706822525508,22.1501554048448,22.155953228976,22.4285311849233,0.0654652902601482,0.457419847742965,0,0,0,0
116,22.4592536079712,23.0583087210722,22.1489986709316,22.1548653609714,22.4230120282051,0.0599425157919794,0.496572141043654,0,0,0,0
116.5,22.4628293982591,22.9656026312197,22.1477723371906,22.1536665672671,22.4183945929744,0.0581394074447797,0.517631089124919,0,0,0,0
117,22.4665840614038,22.8875996079862,22.1464927284828,22.1523838440689,22.4130528571652,0.0574684020679902,0.514872688917215,0,0,0,0
117.5,22.4676667684147,22.8197759070897,22.1450928756825,22.1509359688251,22.4052862691929,0.0563549178882441,0.489034208916122,0,0,0,0
118,22.4640553926298,22.7585584534298,22.1434484673832,22.1491702112613,22.3939783070212,0.0540624032908438,0.446923761606962,0,0,0,0
118.5,22.455089956163,22.7017465811254,22.1414203599587,22.1469187311931,22.3790353072984,0.0506179883147367,0.399893896124767,0,0,0,0
119,22.4416844857393,22.6486576615457,22.1389128970869,22.1440732127263,22.3615255235786,0.0466053500342862,0.360588027315797,0,0,0,0
119.5,22.42604122359,22.5998870797324,22.135916895742,22.1406373397855,22.3434030490952,0.0429003751362952,0.339517934242121,0,0,0,0
120,22.4110534530957,22.5568137753149,22.1325268171516,22.1367451089867,22.3269995975419,0.0403838038492369,0.342341870429737,0,0,0,0
120.5,22.3996017732647,22.5210166083678,23.0579158560136,22.1326929617243,22.320506975381,0.329594282747415,0.368272506206232,0,0,4.73931655089634,0
121,22.3956351120014,22.4953235887668,25.5673708863847,22.1310098469895,22.3895897772032,0.937199072179802,0.410259281781161,0,0,4.73931655089634,0
121.5,22.4032435600586,22.4830141870379,26.8327996100015,22.1357976779539,22.5174049031331,1.00848454493249,0.45707823615393,0,0,0,0
122,22.4208872956291,22.4824694290796,26.1858638694949,22.1466601099602,22.6123259941416,0.602469140436114,0.496060149289953,0,0,0,0
122.5,22.4430302198334,22.4885293763918,25.6325984055504,22.1600103247256,22.6647726870622,0.371357716214302,0.517084252154348,0,0,0,0
123,22.4644790998779,22.4963730427051,25.1581554044378,22.1732709983619,22.6878093393988,0.23839601583454,0.514356523517571,0,0,0,0
123.5,22.4812311107871,22.5022352295575,24.7503124565422,22.1849699464124,22.6895980888835,0.160776696251189,0.488570578569986,0,0,0,0
124,22.4908103983493,22.5036570764024,24.3989709423729,22.1942959510469,22.6757186042685,0.114358812351586,0.446662134105754,0,0,0,0
124.5,22.4924864013169,22.4996581486467,24.0956405274458,22.2008603499008,22.6506823626133,0.0854462700548954,0.399860948657825,0,0,0,0
125,22.487284073743,22.4907519199736,23.833217749396,22.2045960136111,22.6186384271344,0.0667417168321188,0.360707013017652,0,0,0,0
125.5,22.4776135328939,22.478658885423,23.6057750254474,22.2056880835601,22.5835944673585,0.0545576727668376,0.33968153160752,0,0,0,0
126,22.4666198324545,22.4657861492446,23.4083857995867,22.2045189625675,22.549237099629,0.0471317170398666,0.342429341659523,0,0,0,0
126.5,22.4573805534023,22.4545748313539,23.2369750570663,22.2016070352597,22.5185335426739,0.043565116856734,0.368191036758217,0,0,0,0
127,22.4529983444364,22.4476412668657,23.0888097532992,24.7380293206348,22.5398590331498,0.749455995490377,0.410164147288758,0,0,0,4.86035881521151
127.5,22.4586019518677,22.449700399271,22.9647182825119,27.1950264585862,22.6575444751837,1.23725583818771,0.456999914303461,0,0,0,4.86035881521151
128,22.4756497512342,22.4623294303562,22.8642956723139,26.6940868749474,22.7824924118755,0.813908327661076,0.495983717186434,0,0,0,0
128.5,22.4981861457922,22.4803792691822,22.7818940224839,25.949718472686,22.8443629950937,0.492902427995476,0.516985154933383,0,0,0,0
129,22.520065380915,22.4984844110133,22.7127776634222,25.3335440555328,22.8629410689461,0.308533219918739,0.514242966877575,0,0,0,0
129.5,22.5366917360175,22.5126004887104,22.6534115918664,24.8215621004693,22.8526129090976,0.201269513170684,0.488463365451577,0,0,0,0
130,22.5453836784547,22.5202972538196,22.6013419890985,24.3948062331811,22.8228468114271,0.137739876037826,0.446569960670976,0,0,0,0
130.5,22.5454015651339,22.5207668514794,22.5548195060257,24.0379348974939,22.7805998179632,0.0989188826923285,0.399778582708992,0,0,0,0
131,22.5378670323808,22.5147664756198,22.5126289967695,23.7385758965732,22.7314911075091,0.07446826650125,0.360662799851281,0,0,0,0
131.5,22.525359705142,22.5043046359649,22.473969589457,23.4867777881345,22.6803729160054,0.058987867180876,0.339730337848927,0,0,0,0
132,22.5111920849756,22.4920579984947,22.4383578255507,23.274521210098,22.6313766537891,0.0496821191114553,0.342587320262351,0,0,0,0
132.5,22.4985733747624,22.480688047236,22.4055450546762,23.0953473684953,22.587648349907,0.0450261704757897,0.368479253346362,0,0,0,0
133,22.4898906261005,22.4722436380055,22.3754384845559,22.9440556960367,22.5510649939106,0.043990790427734,0.410493520321762,0,0,0,0
133.5,22.5486979232022,22.4676372590837,22.3480095955713,22.8163829410577,22.5222518040958,0.0657765740940967,0.457339842855599,0.520412743882236,0,0,0
134,22.8951379300708,22.4666860559223,22.3234045740596,22.7090046378704,22.5093212090317,0.16015029926049,0.496435689867769,0.520412743882236,0,0,0
134.5,23.129765993441,22.4684343995086,22.301994994329,22.6194818156621,22.510239595174,0.197701181118035,0.517337665709583,0,0,0,0
135,23.0261259280189,22.4707593973977,22.2836449369102,22.5452586328211,22.5089058782708,0.138127018323877,0.514245546509102,0,0,0,0
135.5,22.9378191845804,22.4710947015034,22.267572324759,22.4831100328718,22.4997737607734,0.102864116898581,0.488523845513432,0,0,0,0
136,22.8598061294402,22.4675455123926,22.2531553354382,22.4307272495455,22.4839039805481,0.0809442457872485,0.446632879503423,0,0,0,0
136.5,22.7887460708386,22.4593940787222,22.2398758314354,22.3860746327348,22.4627137969198,0.0661492746839267,0.399826391932326,0,0,0,0
137,22.7234138641157,22.4472645357461,22.2273745804412,22.3475930933152,22.4381992024212,0.0555946755454771,0.360667768678165,0,0,0,0
137.5,22.6642430756794,22.432878149513,22.2154467443411,22.3141175323557,22.4128850741654,0.048111372394596,0.339650834183046,0,0,0,0
138,22.6126779041778,22.4185857358813,22.2040412191241,22.284842136895,22.3894329752605,0.0434061367247469,0.342280100210923,0,0,0,0
138.5,22.570318649681,22.4067251909255,22.1932252065443,22.2592343405557,22.3701245951413,0.0414017446839246,0.367979863213655,0,0,0,0
139,22.5381486342649,22.3990057951924,22.1831448822476,22.2369671745457,22.3563378278763,0.0418654880815084,0.409847829676188,0,0,0,0
139.5,22.5160141171703,22.3961087631008,22.1739639497378,22.2178156675325,22.3482910647886,0.0442440632547596,0.45676666319675,0,0,0,0
140,22.5023246137365,22.3974195455766,22.1658019540247,22.2015686508418,22.3449106503325,0.0476421508354243,0.4961566911163,0,0,0,0
140.5,22.494393812471,22.4013110675006,22.1586916964401,22.1879573388787,22.3442334215222,0.0510126815297029,0.517508993366374,0,0,0,0
141,22.488906716796,22.4055112119607,22.1525564438095,22.1766253405502,22.3438465246478,0.0533747099339421,0.515185932788359,0,0,0,0
141.5,22.4826737299777,22.4077254292002,22.14722290437,22.1671387452123,22.3415198124412,0.0540428940048441,0.489705105765713,0,0,0,0
142,22.473347268694,22.4062347961883,22.1424514495685,22.1590222305681,22.3357747330688,0.0528036459332513,0.447853130066337,0,0,0,0
142.5,22.459979284195,22.4003844904735,22.1379920930393,22.1518248118241,22.3262826731137,0.0499692228141087,0.400835808670504,0,0,0,0
143,22.4431935892036,22.3907618744122,22.1336423784535,22.1451880934333,22.3139322910469,0.0462890501888976,0.361270677905631,0,0,0,0
143.5,22.4249534232312,22.3790460611918,22.1292939854932,22.1388989490703,22.3005751510859,0.0427451581738054,0.339754723688023,0,0,0,0
144,22.4079498572535,22.3675326987687,22.1249448769158,22.1328961882904,22.2885006136908,0.0402992162629526,0.342410699074416,0,0,0,0
144.5,22.3956102119771,25.8189452545019,22.1212298608677,22.1279512891284,22.3241317327813,1.02170072348077,0.368304257775489,0,7.72505626459647,0,0
145,22.3955671637972,30.2795087144499,22.1232988590094,22.1305976154487,22.5096747535244,1.94341555590343,0.410256364061479,0,7.72505626459647,0,0
145.5,22.4133371451204,30.5987292778554,22.1357240632315,22.1464061923701,22.7441132531124,1.49515897236446,0.457020306252871,0,0,0,0
146,22.4431934597239,29.3764256368369,22.155027459923,22.1705367112402,22.884866761679,0.884053124536975,0.496111352098911,0,0,0,0
146.5,22.4771141271864,28.3483178502886,22.1764113404251,22.196675855592,22.9543756607943,0.534118608449283,0.517138108187624,0,0,0,0
147,22.5087081562171,27.4796018379563,22.1968330560039,22.2209681352036,22.9764758961857,0.332232395213294,0.514374420132466,0,0,0,0
147.5,22.5335054596028,26.7418692741407,22.2146210631616,22.2414213509229,22.9664111174039,0.214966935144136,0.488573525572962,0,0,0,0
148,22.5489269848745,26.11202146748,22.2289106670873,22.2571116588455,22.9345717544893,0.145625859586633,0.446654659814711,0,0,0,0
148.5,22.5543654754831,25.5717393109568,22.2393657069744,22.2677926655404,22.8885934071126,0.10343051558626,0.399841225336753,0,0,0,0
149,22.5511043356682,25.1070195054437,22.2460170373143,22.2736682784196,22.8346132497623,0.0770728767805178,0.360719428664226,0,0,0,0
149.5,22.5418604836365,24.7073479401638,22.2491517845008,22.2752407145757,22.7778979081374,0.0604928847512378,0.339776225384207,0,0,0,0
150,22.5300694595118,24.3647782279864,22.2492403474729,22.2732127152749,22.7228816166777,0.0505279589982585,0.342599878055882,0,0,0,0
150.5,22.519109013841,24.0730354653942,22.2468726188598,22.2684046431709,22.6729509511367,0.045522082581636,0.368487972211543,0,0,0,0
151,22.5114592258021,23.8265467955037,22.2426808516777,22.2616571873687,22.6301491996011,0.0442826496385215,0.410510206247161,0,0,0,0
151.5,22.5081839426111,23.6197908724382,22.2372691645091,22.253745312954,22.5950059443173,0.0456803068162367,0.457383420499652,0,0,0,0
152,22.5087688668243,23.4469442751974,22.2311445002124,22.2452966213745,22.5666269387427,0.048507871680338,0.496699637998627,0,0,0,0
152.5,22.5113651880637,23.3019329359524,22.2246793447138,22.2367503156203,22.5430316359259,0.0515362932215478,0.517823231727254,0,0,0,0
153,22.5133501420377,23.1787070188167,22.218086448985,22.2283334710799,22.5217194596863,0.0536701622304455,0.515004835173391,0,0,0,0
153.5,22.5121175157296,23.0717649534959,22.2114314967602,22.2200849303746,22.5003519787953,0.0541674186425275,0.489004017131733,0,0,0,0
154,22.5058567282236,22.9767157390264,22.2046778768801,22.211918168045,22.4773665192117,0.0528009513805192,0.446823339348715,0,0,0,0
154.5,22.4941994990997,22.8907700748978,23.0260947968505,22.2038164344447,22.4617122294229,0.296145651897785,0.399995993825153,0,0,2.43691015338697,0
155,22.4797229694128,22.8140514957064,24.262769295747,22.1973134558332,22.4843759687755,0.563043940230612,0.360858234402843,0,0,2.43691015338697,0
155.5,22.4661659152884,22.7479892613936,24.4969355666419,22.194014075165,22.5246033929807,0.468244934310839,0.339914108663366,0,0,0,0
156,22.4554937556729,22.6926450395355,24.1738988992883,22.1930220026848,22.5421560114963,0.28588891718229,0.342663206907547,0,0,0,0
156.5,22.4487823571316,22.6475239313803,23.8963892910854,22.192718110551,22.5439743130539,0.181650261038957,0.368416103321357,0,0,0,0
157,22.4470312154542,22.6123347959703,23.6573970988161,22.1923016093153,22.5382996037648,0.122884499139805,0.410349740846574,0,0,0,0
157.5,22.4503644356412,22.5863180306622,23.4513404853469,22.1915160738842,22.5298814816527,0.0910602176468033,0.457181048982796,0,0,0,0
158,22.4576731871211,22.5678688014139,23.2735701236596,22.1903372573394,22.5208121898391,0.0746753797630191,0.496335954675441,0,0,0,0
158.5,22.4667258708522,22.554574817269,23.1201264468662,22.1888057632625,22.5111940478176,0.0665901600196451,0.517294965033793,0,0,0,0
159,22.4747000383892,22.5436042156373,22.9875789797393,22.1869216042763,22.5000173000514,0.0623139124643186,0.514456701839102,0,0,0,0
159.5,22.4789448421264,22.5323006064421,22.8729126176293,22.1846138853287,22.4860550205723,0.0591090993158756,0.488559754693682,0,0,0,0
160,22.4776330451712,22.5187077706508,22.7734853084228,22.1817620222799,22.4685077381189,0.0556070037957834,0.446471896577188,0,0,0,0
160.5,22.4702488530734,22.5019718664348,22.6870083259494,22.1782417676932,22.4474565259175,0.0514744831571005,0.39944804894108,0,0,0,0
161,22.4581800932868,22.4828826955046,22.6118253373739,24.2443177552569,22.4514868674321,0.64731978834129,0.360428420746699,0,0,0,5.47386421209726
161.5,22.4479027556571,22.4668661292484,22.5498250970919,27.1432455550893,22.5609038485591,1.27369361818808,0.339544352353827,0,0,0,5.47386421209726
162,22.446105942054,22.4596391693683,22.503015487844,27.4926500438257,22.7114772470499,1.0342799270324,0.342425506266923,0,0,0,0
162.5,22.452718415775,22.4608146335632,22.4681545900581,26.6097815630205,22.7927436595025,0.612944049791119,0.36825022610269,0,0,0,0
163,22.4651180394569,22.4677365382978,22.4406574904724,25.8794949975583,22.8235084456803,0.372263390269786,0.410182279414874,0,0,0,0
163.5,22.4813787875535,22.4785073629542,22.4176318834559,25.2733139547486,22.8247403666363,0.234944012633817,0.457040422387683,0,0,0,0
164,22.499449772681,22.4912697684709,22.3974275133518,24.7690094123225,22.8088991497995,0.157750499744789,0.496214753817682,0,0,0,0
164.5,22.5167853575591,22.5038276682364,22.3790406077661,24.3485826202045,22.7830932211028,0.114488961096831,0.517204477002066,0,0,0,0
165,22.530608180517,22.513818333052,22.3618543548731,23.9974189530428,22.7508174841605,0.0899178599791353,0.514381391948521,0,0,0,0
165.5,22.5384712098413,22.5191397987525,22.3454454391531,23.7035019219166,22.7137137177417,0.0750377476665586,0.488521800207043,0,0,0,0
166,22.538876772309,22.518450765185,22.3295049830987,23.4568969181865,22.6728210700105,0.0647901385912202,0.446523008625814,0,0,0,0
166.5,22.5316898516005,22.5115154011788,22.3138194043677,23.2494277660688,22.6293297293285,0.0567688101282882,0.39963025268965,0,0,0,0
167,22.5182762765229,22.4993370177552,22.2982720062329,23.0743891667228,22.5850091545602,0.0501485164979439,0.360473697005071,0,0,0,0
167.5,22.5012366187705,22.4839659248086,22.2828576708058,22.9263159235345,22.5421737527969,0.0449449492764213,0.339496835519575,0,0,0,0
168,22.4838185883122,22.468034239977,22.2676852545065,22.8008199424422,22.5032875279338,0.0415710025957997,0.342396077711706,0,0,0,0
168.5,22.469115812505,22.4541090405031,22.2529569841286,22.694391048701,22.4704227122137,0.0403672322961136,0.368393692404579,0,0,0,0
169,22.6130046891013,22.4440552542089,22.2389277505626,22.6042082676248,22.4454603322349,0.0906279362383305,0.410357664082064,0.976305878758231,0,0,0
169.5,23.2518563519514,22.4390350298781,22.2262283425815,22.5284614609351,22.4460719073584,0.260105416516257,0.45714696727357,0.976305878758231,0,0,0
170,23.641030425204,22.4395119913978,22.2159248308195,22.4663177666047,22.4693514974674,0.312493091388165,0.496277633031093,0,0,0,0
170.5,23.4481615996865,22.4438504784241,22.2081091748859,22.4159946298064,22.4872223502738,0.20347489690586,0.517161293687733,0,0,0,0
171,23.2895291426468,22.44895216617,22.2019107945634,22.374861186741,22.4924362556537,0.141382753797686,0.514439531895948,0,0,0,0
171.5,23.1560460719174,22.4519273312222,22.1965765935527,22.3406800512772,22.4877381570026,0.104859056493971,0.488682609465472,0,0,0,0
172,23.0406202211476,22.4507810528306,22.1915660879083,22.3117322378852,22.4749392209454,0.0820645452073124,0.44675749307682,0,0,0,0
172.5,22.9386111408053,22.4447959828438,22.1865025876606,22.2867125375655,22.4558672798467,0.0668040047912425,0.399936290927258,0,0,0,0
173,22.8476498787367,22.4345889868545,22.181154899833,22.2646530702772,22.4328277988588,0.0559773270676586,0.360762323182845,0,0,0,0
173.5,22.7672471180708,22.421895833967,22.175442126605,22.244900347875,22.408554147628,0.0483370620048716,0.339709400699314,0,0,0,0
174,22.6980813024502,22.409079864977,22.1694267007549,22.2270813995997,22.3858433986449,0.0435408143801226,0.342299969283134,0,0,0,0
174.5,22.6411119498007,22.3984852796691,22.1632793954935,22.2110332859378,22.3670589870391,0.0414759331473313,0.36790192775351,0,0,0,0
175,22.5968407044322,22.3918826547308,22.1572375287761,22.1967353699586,22.3536918273665,0.0419088556319759,0.409843076301666,0,0,0,0
175.5,22.5646473314964,22.3899314241322,22.1515488459968,22.1842294316921,22.3459498924793,0.0442666742836186,0.456765775205125,0,0,0,0
176,22.5426062600953,22.3920512742679,22.146404391437,22.1735204236438,22.3428068678152,0.0476524310670769,0.496175921324587,0,0,0,0
176.5,22.5277661122001,22.3966573679949,22.1419020519086,22.1645252349518,22.3423433256987,0.0510215966297682,0.517604144772389,0,0,0,0
177,22.5165578477874,22.401484565827,22.1380228454209,22.1570438191242,22.3421450519676,0.0533818565223385,0.515250486672828,0,0,0,0
177.5,22.5054734724731,22.453496597483,22.1346443839478,22.1507724669862,22.3401353832421,0.0690935023712454,0.489192345291732,0,0.275108168921747,0,0
178,22.492153469325,22.6224990812721,22.1316528534821,22.1454532472149,22.3391340824672,0.109147696970003,0.447269403536179,0,0.275108168921747,0,0
178.5,22.4758737320157,22.7130299023287,22.1290466610457,22.1409931877812,22.3382901180207,0.115187215086875,0.400423281058243,0,0,0,0
179,22.4571836149557,22.6565783489403,22.1266563132774,22.1370968303886,22.3323994744672,0.0838188877327253,0.361382179454354,0,0,0,0
179.5,22.4377274604357,22.6054787934832,22.1242214925625,22.1333761095294,22.3224433901645,0.0644331795244906,0.340324364601821,0,0,0,0
180,22.419913197444,22.560760809066,22.1216352514656,22.1296568711313,22.3117579155309,0.0528803792470724,0.342958948654567,0,0,0,0
180.5,22.4062453493972,22.5236937395276,22.1189522708541,22.1259819214911,22.3031703656424,0.0469076383108992,0.368649960336314,0,0,0,0
181,22.3984550361454,22.4951036186372,22.1163307753327,22.1225291858246,22.2984436845809,0.0450857878632285,0.410434887421705,0,0,0,0
181.5,22.3970102884998,22.4749064462611,22.113956835111,22.1195100945739,22.2980740264416,0.0461347364181229,0.457209995152542,0,0,0,0
182,22.400946187689,22.4619400863579,22.1119857163524,22.1170939232504,22.3012918711999,0.0487578713406259,0.496462190970808,0,0,0,0
182.5,22.407951623405,22.4539958528992,22.1104839543552,22.1153353959109,22.306241707494,0.0516740560114032,0.517779566102988,0,0,0,0
183,22.4151449309808,22.448403915482,22.1094148009577,22.1141597981002,22.3106875061771,0.0537767947784683,0.515559846263362,0,0,0,0
183.5,22.4196950392814,22.4425439688907,22.1086521915035,22.1133837418864,22.3125420058922,0.0542882887512414,0.490017518140222,0,0,0,0
184,22.4195171623137,22.434374776172,22.1079970889949,22.1127393303738,22.3103928989905,0.0529386795984438,0.447914386885294,0,0,0,0
184.5,22.4138867712956,22.4229919744286,22.1072324500256,22.1119461397128,22.3039938138407,0.0500317157754736,0.400832131063417,0,0,0,0
185,22.403731980957,22.4088622986949,22.1061971802457,22.1108042791529,22.2943768312296,0.046325437270764,0.361374681961935,0,0,0,0
185.5,22.3911774184425,22.3934858405021,22.1048227493207,22.1092369786772,22.2834300590691,0.0427732470957465,0.339843097799269,0,0,0,0
186,22.3790244568599,22.3789856405239,22.1031421635023,22.107298384245,22.2734543985666,0.0403113698852378,0.342243137443579,0,0,0,0
186.5,22.3701048934466,22.3675794564976,22.1012934988817,22.1051738177855,22.2666055079666,0.0396069783107916,0.368029811571802,0,0,0,0
187,22.3663989240657,22.3608656993937,22.0994862809031,22.1031326347195,22.2642189418388,0.0408280957067693,0.409923369212896,0,0,0,0
187.5,22.368520521766,22.3593748310126,22.0979306324875,22.1014369604373,22.2664941798727,0.0436463395417396,0.456821313751955,0,0,0,0
188,22.3756168806568,22.3624538436444,22.3036768220404,22.1002908871246,22.2731449617343,0.114018384971623,0.496032874921507,0,0,2.07023985280014,0
188.5,22.3860154133919,22.3688232570282,23.4282155954715,22.1004564093829,22.3084436533172,0.407682937736806,0.517033490380506,0,0,2.07023985280014,0
189,22.398471540086,22.3776348720965,24.1877846912555,22.1036168764909,22.3705810446719,0.509715353631288,0.514240021171205,0,0,0,0
189.5,22.4102777465845,22.3866591551633,23.9008797869516,22.1096941807055,22.4188810660739,0.316429688481066,0.488531291308384,0,0,0,0
190,22.4180644929985,22.3929064329319,23.6561079239511,22.1168307880467,22.442515499348,0.203704708491812,0.446767988705871,0,0,0,0
190.5,22.4201552394132,22.3947598508463,23.4461550189176,22.1236062938933,22.4481819238111,0.136989676433816,0.399993419737848,0,0,0,0
191,22.4168262973742,22.3922318263475,23.2654179525575,22.1291770823967,22.4417013324995,0.0964968084788383,0.360836510547162,0,0,0,0
191.5,22.4100035256634,22.386742138598,23.1093717637039,22.1331860713909,22.4282401539522,0.0717534656934512,0.339809331383409,0,0,0,0
192,22.4024702152913,22.3804804586308,22.9743594170925,22.1356216749332,22.4123137311678,0.057071784766384,0.342566567483843,0,0,0,0
192.5,22.3970419843899,22.3757394517648,22.8574310492407,22.1367194232716,22.3974938173421,0.049317980049548,0.368317031379647,0,0,0,0
193,22.3957712381864,22.3742489544642,22.7561765199524,22.1368473327703,22.3860921999002,0.0464706256822142,0.41020020244052,0,0,0,0
193.5,22.3993860010191,22.3766953816347,22.6685949777248,22.1364032419859,22.3789401017374,0.0469262793905882,0.457039292971418,0,0,0,0
194,22.4071203437428,22.3825581534331,22.5929716593535,22.1357230045435,22.3754566907861,0.0492125079832146,0.496411656350106,0,0,0,0
194.5,22.4167621906697,22.3900997785,22.5278077626788,22.1349804905197,22.3738440485784,0.0519868477756348,0.518732134009417,0,0,0,0
195,22.4260830707906,22.3975572874693,22.4716240699626,22.1343139629616,22.3723173013007,0.0539935788250861,0.516337537359852,0,0,0,0
195.5,22.4321222903575,22.4025002738451,22.4231409319227,22.133623124176,22.368597594607,0.0544392374382696,0.49050622837592,0,0,0,0
196,22.4328547076225,22.4032061025825,22.3811604021229,22.132725710132,22.3612503061785,0.0530577869200292,0.448425540657043,0,0,0,0
196.5,22.427743781995,22.3991248082271,22.3446019405395,22.1314287678186,22.3500733293656,0.0501430587581999,0.401360809650101,0,0,0,0
197,22.4176716292903,22.390867463181,22.3125368469072,22.1295904224487,22.3359848177492,0.0464071397554158,0.361855003471347,0,0,0,0
197.5,22.4050692920089,22.3803537112427,22.2843392714744,22.9643064674012,22.3307508794404,0.288716847828469,0.340762978895417,0,0,0,2.49368860871529
198,22.3946273876234,22.3715830991333,22.2609629046363,24.3020992696074,22.3747341587609,0.58511795389627,0.343429861242992,0,0,0,2.49368860871529
198.5,22.3910914035033,22.368695099397,22.2437484426741,24.5981780241907,22.4441124469612,0.516764814439042,0.36931188189653,0,0,0,0
199,22.3951826352642,22.3722890292253,22.2315266381821,24.1870978411768,22.4866771507577,0.315959350144622,0.411059517730561,0,0,0,0
199.5,22.4054256487248,22.3810625212304,22.2224392624614,23.8473288221468,22.5075671961912,0.202591587972341,0.457754570585701,0,0,0,0
200,22.4196875220733,22.3932361598421,22.2152529904691,23.5657532160871,22.515580866129,0.139088134031381,0.496804103088282,0,0,0,0
